time,range_raw,copol_raw,time,range_raw,crosspol_raw,time,weather_inside_temperature,time,weather_outside_temperature,time,weather_inside_humidity,time,weather_outside_humidity,time,weather_wind_speed,time,weather_wind_direction,time,weather_barometric_pressure,time,weather_dew_point,time,weather_rain_rate,time,elevation_angle,time,azimuth_angle,time,copol_background,time,crosspol_background,time,telescope_temperature,time,detector_temperature,time,laser_temperature,time,date_yyyyMMdd,time,time_hhmmss,time,year,time,month,time,day,time,hour,time,minute,time,second,time,aod_age_secs,time,latitude,time,longitude,time,altitude,time,laser_energy,time,syncpulse,time,range_raw,copol_snr,time,range_raw,crosspol_snr,time,aeronet_aod,time,sda_aod_totals,time,sda_aod_fines,time,sda_aod_coarses,time,sda_ae_totals,time,sda_ae_fines,time,sda_dae_totals,time,sda_dae_fines,time,range_nrb,copol_nrb,time,range_nrb,crosspol_nrb,time,range_radiometer,radiometer_temperature,time,range_radiometer,radiometer_vaporDensity,time,range_radiometer,radiometer_liquid,time,range_radiometer,radiometer_relativeHumidity,time,number_of_clouds,number_of_cloud_outlines,clouds,time,number_of_clouds,pbls,time,range_vbp,extinction_coefficient,time,range_vbp,mass_concentration,time,range_vbp,VBP,time,range_nrb,depolarization_ratio,time,range_nrb,particle_type,time,number_of_particle_type,particle_type_mapping,time,lidar_ratio,time,aod
333.50696,0.029979246,21.73219,333.50696,0.029979246,17.543522,333.50696,27.685188,333.50696,24.635803,333.50696,59.444443,333.50696,84.0,333.50696,0.0,333.50696,273.0,333.50696,973.66534,333.50696,21.750177,333.50696,0.0,333.50696,0.0,333.50696,0.0,333.50696,0.00055974384,333.50696,0.0005104238,333.50696,22.82,333.50696,23.243334,333.50696,22.795555,333.50696,20241128,333.50696,121000,333.50696,2024.0,333.50696,11.0,333.50696,28.0,333.50696,12.0,333.50696,10.0,333.50696,0.0,333.50696,-1.0,333.50696,-999.0,333.50696,-999.0,333.50696,-999.0,333.50696,4.1172223,333.50696,2500.0,333.50696,0.029979246,81110.14,333.50696,0.029979246,66958.6,333.50696,,333.50696,,333.50696,,333.50696,,333.50696,,333.50696,,333.50696,,333.50696,,333.50696,0.11991698,0.17931719,333.50696,0.11991698,0.007869959,,,,,,,,,,,,,333.50696,0.0,0.0,1.3790454,333.50696,0.0,1.7687756,333.50696,0.11991698,0.02852616,333.50696,0.11991698,27.625517,333.50696,0.11991698,0.00095087197,333.50696,0.11991698,0.042049885,333.50696,0.11991698,5.0,333.50696,0.0,WaterCloud,333.50696,30.0,333.50696,
333.50696,0.05995849,7.7867913,333.50696,0.05995849,0.86281425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.50696,0.05995849,29075.18,333.50696,0.05995849,3288.855,,,,,,,,,,,,,,,,,333.50696,0.14989623,0.17596756,333.50696,0.14989623,0.0082918145,,,,,,,,,,,,,333.50696,0.0,1.0,1.5889001,333.50696,1.0,,333.50696,0.14989623,0.027456408,333.50696,0.14989623,27.620808,333.50696,0.14989623,0.0009152136,333.50696,0.14989623,0.045003816,333.50696,0.14989623,5.0,333.50696,1.0,MixedCloud,,,,
333.50696,0.08993774,7.102812,333.50696,0.08993774,0.5950171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.50696,0.08993774,26521.076,333.50696,0.08993774,2267.118,,,,,,,,,,,,,,,,,333.50696,0.17987548,0.17155603,333.50696,0.17987548,0.008452803,,,,,,,,,,,,,333.50696,0.0,2.0,1.828734,333.50696,2.0,,333.50696,0.17987548,0.025932785,333.50696,0.17987548,27.614103,333.50696,0.17987548,0.0008644263,333.50696,0.17987548,0.046947327,333.50696,0.17987548,5.0,333.50696,2.0,Ice/dust/ash,,,,
333.50696,0.11991698,6.5698643,333.50696,0.11991698,0.47026622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.50696,0.11991698,24525.062,333.50696,0.11991698,1791.7083,,,,,,,,,,,,,,,,,333.50696,0.20985472,0.1674087,333.50696,0.20985472,0.008433167,,,,,,,,,,,,,333.50696,1.0,0.0,,333.50696,3.0,,333.50696,0.20985472,0.024507923,333.50696,0.20985472,27.607832,333.50696,0.20985472,0.0008169308,333.50696,0.20985472,0.047958277,333.50696,0.20985472,5.0,333.50696,3.0,Rain/Dust,,,,
333.50696,0.14989623,6.151852,333.50696,0.14989623,0.40349546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.50696,0.14989623,22965.281,333.50696,0.14989623,1537.3008,,,,,,,,,,,,,,,,,333.50696,0.23983397,0.16495954,333.50696,0.23983397,0.008436941,,,,,,,,,,,,,333.50696,1.0,1.0,,333.50696,4.0,,333.50696,0.23983397,0.02376227,333.50696,0.23983397,27.604555,333.50696,0.23983397,0.0007920757,333.50696,0.23983397,0.04865028,333.50696,0.23983397,5.0,333.50696,4.0,Molecular,,,,
333.50696,0.17987548,5.732634,333.50696,0.17987548,0.3562695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.50696,0.17987548,21399.588,333.50696,0.17987548,1357.6753,,,,,,,,,,,,,,,,,333.50696,0.2698132,0.1649744,333.50696,0.2698132,0.008646389,,,,,,,,,,,,,333.50696,1.0,2.0,,333.50696,5.0,,333.50696,0.2698132,0.024027182,333.50696,0.2698132,27.60572,333.50696,0.2698132,0.00080090604,333.50696,0.2698132,0.049791023,333.50696,0.2698132,5.0,333.50696,5.0,CleanAerosol,,,,
333.50696,0.20985472,5.332367,333.50696,0.20985472,0.319054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.50696,0.20985472,19901.697,333.50696,0.20985472,1216.0106,,,,,,,,,,,,,,,,,333.50696,0.29979247,0.16551164,333.50696,0.29979247,0.008543436,,,,,,,,,,,,,333.50696,2.0,0.0,,333.50696,6.0,,333.50696,0.29979247,0.02452942,333.50696,0.29979247,27.607927,333.50696,0.29979247,0.0008176474,333.50696,0.29979247,0.049083453,333.50696,0.29979247,5.0,333.50696,6.0,PollutedAerosol,,,,
333.50696,0.23983397,4.993648,333.50696,0.23983397,0.2900342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.50696,0.23983397,18640.42,333.50696,0.23983397,1104.83,,,,,,,,,,,,,,,,,333.50696,0.3297717,0.16788906,333.50696,0.3297717,0.0086822845,,,,,,,,,,,,,333.50696,2.0,1.0,,333.50696,7.0,,333.50696,0.3297717,0.025795372,333.50696,0.3297717,27.6135,333.50696,0.3297717,0.0008598458,333.50696,0.3297717,0.04917396,333.50696,0.3297717,5.0,333.50696,7.0,Undetected,,,,
333.50696,0.2698132,4.6559725,333.50696,0.2698132,0.26906145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.50696,0.2698132,17381.969,333.50696,0.2698132,1025.1978,,,,,,,,,,,,,,,,,333.50696,0.35975096,0.17343938,333.50696,0.35975096,0.009202771,,,,,,,,,,,,,333.50696,2.0,2.0,,333.50696,8.0,,333.50696,0.35975096,0.028411236,333.50696,0.35975096,27.625008,333.50696,0.35975096,0.00094704115,333.50696,0.35975096,0.050390787,333.50696,0.35975096,6.0,,,,,,,
333.50696,0.29979247,4.335535,333.50696,0.29979247,0.24249594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.50696,0.29979247,16180.538,333.50696,0.29979247,924.3192,,,,,,,,,,,,,,,,,333.50696,0.3897302,0.17800501,333.50696,0.3897302,0.009648414,,,,,,,,,,,,,333.50696,3.0,0.0,,333.50696,9.0,,333.50696,0.3897302,0.03063551,333.50696,0.3897302,27.634796,333.50696,0.3897302,0.0010211837,333.50696,0.3897302,0.05141834,333.50696,0.3897302,6.0,,,,,,,
333.50696,0.3297717,4.0295696,333.50696,0.3297717,0.22296593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.50696,0.3297717,15039.373,333.50696,0.3297717,849.281,,,,,,,,,,,,,,,,,333.50696,0.41970944,0.18440932,333.50696,0.41970944,0.00978043,,,,,,,,,,,,,333.50696,3.0,1.0,,,,,333.50696,0.41970944,0.03361537,333.50696,0.41970944,27.647907,333.50696,0.41970944,0.0011205123,333.50696,0.41970944,0.050360765,333.50696,0.41970944,6.0,,,,,,,
333.50696,0.35975096,3.753265,333.50696,0.35975096,0.21063513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.50696,0.35975096,14010.41,333.50696,0.35975096,802.02576,,,,,,,,,,,,,,,,,333.50696,0.4496887,0.19071472,333.50696,0.4496887,0.01039651,,,,,,,,,,,,,333.50696,3.0,2.0,,,,,333.50696,0.4496887,0.03660854,333.50696,0.4496887,27.661076,333.50696,0.4496887,0.0012202847,333.50696,0.4496887,0.051688116,333.50696,0.4496887,6.0,,,,,,,
