LECROYWS4104HD,19252,Waveform
Segments,1,SegmentSize,125002
Segment,TrigTime,TimeSinceSegment1
#1,28-Nov-2024 19:20:30,0                 
Time,Ampl
-1.5147406e-005,-0.00610845
-1.5147006e-005,-0.0178728
-1.5146606e-005,-0.01552
-1.5146206e-005,-0.0108142
-1.5145806e-005,-0.0131671
-1.5145406e-005,0.000950187
-1.5145006e-005,-0.00375557
-1.5144606e-005,0.000950187
-1.5144206e-005,-0.00140269
-1.5143806e-005,0.000950187
-1.5143406e-005,-0.00610845
-1.5143006e-005,0.00330307
-1.5142606e-005,-0.00610845
-1.5142206e-005,-0.00610845
-1.5141806e-005,-0.00610845
-1.5141406e-005,-0.00610845
-1.5141006e-005,-0.00375557
-1.5140606e-005,-0.00140269
-1.5140206e-005,-0.00375557
-1.5139806e-005,-0.00610845
-1.5139406e-005,0.000950187
-1.5139006e-005,-0.00140269
-1.5138606e-005,-0.00846133
-1.5138206e-005,-0.0131671
-1.5137806e-005,-0.00375557
-1.5137406e-005,-0.00610845
-1.5137006e-005,-0.0108142
-1.5136606e-005,-0.00610845
-1.5136206e-005,-0.0131671
-1.5135806e-005,-0.0108142
-1.5135406e-005,-0.00846133
-1.5135006e-005,-0.0131671
-1.5134606e-005,-0.0131671
-1.5134206e-005,-0.0131671
-1.5133806e-005,-0.00375557
-1.5133406e-005,-0.0178728
-1.5133006e-005,-0.00846133
-1.5132606e-005,-0.01552
-1.5132206e-005,-0.0108142
-1.5131806e-005,-0.0178728
-1.5131406e-005,-0.0178728
-1.5131006e-005,-0.0108142
-1.5130606e-005,-0.01552
-1.5130206e-005,-0.00846133
-1.5129806e-005,-0.00610845
-1.5129406e-005,-0.0108142
-1.5129006e-005,-0.01552
-1.5128606e-005,-0.0178728
-1.5128206e-005,-0.01552
-1.5127806e-005,-0.0108142
-1.5127406e-005,-0.0178728
-1.5127006e-005,-0.0225786
-1.5126606e-005,-0.01552
-1.5126206e-005,-0.0131671
-1.5125806e-005,-0.0202257
-1.5125406e-005,-0.0178728
-1.5125006e-005,-0.0202257
-1.5124606e-005,-0.01552
-1.5124206e-005,-0.0202257
-1.5123806e-005,-0.01552
-1.5123406e-005,-0.01552
-1.5123006e-005,-0.0202257
-1.5122606e-005,-0.00610845
-1.5122206e-005,-0.0131671
-1.5121806e-005,-0.00140269
-1.5121406e-005,-0.0202257
-1.5121006e-005,-0.0202257
-1.5120606e-005,-0.0202257
-1.5120206e-005,-0.0131671
-1.5119806e-005,-0.00846133
-1.5119406e-005,-0.0131671
-1.5119006e-005,-0.01552
-1.5118606e-005,-0.00846133
-1.5118206e-005,-0.00846133
-1.5117806e-005,-0.00846133
-1.5117406e-005,-0.00846133
-1.5117006e-005,-0.0131671
-1.5116606e-005,-0.0225786
-1.5116206e-005,-0.0108142
-1.5115806e-005,-0.00375557
-1.5115406e-005,-0.0108142
-1.5115006e-005,-0.00375557
-1.5114606e-005,-0.00375557
-1.5114206e-005,-0.00610845
-1.5113806e-005,0.000950187
-1.5113406e-005,0.000950187
-1.5113006e-005,-0.00375557
-1.5112606e-005,-0.0108142
-1.5112206e-005,-0.00375557
-1.5111806e-005,-0.00140269
-1.5111406e-005,-0.00140269
-1.5111006e-005,0.00800882
-1.5110606e-005,-0.00375557
-1.5110206e-005,0.00565595
-1.5109806e-005,0.00330307
-1.5109406e-005,-0.00375557
-1.5109006e-005,-0.00140269
-1.5108606e-005,-0.00375557
-1.5108206e-005,0.00565595
-1.5107806e-005,-0.00375557
-1.5107406e-005,0.00565595
-1.5107006e-005,0.0127146
-1.5106606e-005,0.00330307
-1.5106206e-005,0.00565595
-1.5105806e-005,-0.00140269
-1.5105406e-005,0.0127146
-1.5105006e-005,0.000950187
-1.5104606e-005,0.0103617
-1.5104206e-005,0.0150675
-1.5103806e-005,0.00330307
-1.5103406e-005,-0.00610845
-1.5103006e-005,0.00330307
-1.5102606e-005,0.00565595
-1.5102206e-005,0.0127146
-1.5101806e-005,0.00800882
-1.5101406e-005,-0.00375557
-1.5101006e-005,0.00330307
-1.5100606e-005,0.0103617
-1.5100206e-005,0.0197732
-1.5099806e-005,0.0103617
-1.5099406e-005,0.0103617
-1.5099006e-005,0.00565595
-1.5098606e-005,0.00565595
-1.5098206e-005,0.0103617
-1.5097806e-005,0.0174203
-1.5097406e-005,0.00565595
-1.5097006e-005,0.00565595
-1.5096606e-005,0.0103617
-1.5096206e-005,0.00565595
-1.5095806e-005,0.0127146
-1.5095406e-005,0.00565595
-1.5095006e-005,0.0103617
-1.5094606e-005,0.000950187
-1.5094206e-005,0.0127146
-1.5093806e-005,0.00800882
-1.5093406e-005,0.0127146
-1.5093006e-005,0.0103617
-1.5092606e-005,0.0197732
-1.5092206e-005,0.0103617
-1.5091806e-005,0.00565595
-1.5091406e-005,0.000950187
-1.5091006e-005,-0.00140269
-1.5090606e-005,0.00800882
-1.5090206e-005,0.00565595
-1.5089806e-005,0.000950187
-1.5089406e-005,0.00800882
-1.5089006e-005,0.00330307
-1.5088606e-005,0.00330307
-1.5088206e-005,0.000950187
-1.5087806e-005,0.00565595
-1.5087406e-005,0.0127146
-1.5087006e-005,0.00330307
-1.5086606e-005,0.0127146
-1.5086206e-005,0.00330307
-1.5085806e-005,0.00565595
-1.5085406e-005,0.00330307
-1.5085006e-005,0.00565595
-1.5084606e-005,0.00565595
-1.5084206e-005,0.0174203
-1.5083806e-005,0.00800882
-1.5083406e-005,0.00330307
-1.5083006e-005,0.00800882
-1.5082606e-005,0.0221261
-1.5082206e-005,0.00330307
-1.5081806e-005,0.00800882
-1.5081406e-005,0.00565595
-1.5081006e-005,0.000950187
-1.5080606e-005,0.000950187
-1.5080206e-005,0.0103617
-1.5079806e-005,0.00330307
-1.5079406e-005,-0.0108142
-1.5079006e-005,0.00800882
-1.5078606e-005,0.00800882
-1.5078206e-005,0.00565595
-1.5077806e-005,-0.00375557
-1.5077406e-005,0.00565595
-1.5077006e-005,0.00800882
-1.5076606e-005,0.00565595
-1.5076206e-005,-0.00375557
-1.5075806e-005,-0.01552
-1.5075406e-005,-0.00846133
-1.5075006e-005,-0.00375557
-1.5074606e-005,-0.01552
-1.5074206e-005,-0.00610845
-1.5073806e-005,-0.00610845
-1.5073406e-005,-0.00140269
-1.5073006e-005,-0.0131671
-1.5072606e-005,-0.00846133
-1.5072206e-005,-0.0108142
-1.5071806e-005,-0.0108142
-1.5071406e-005,-0.00610845
-1.5071006e-005,-0.01552
-1.5070606e-005,-0.0202257
-1.5070206e-005,-0.0178728
-1.5069806e-005,-0.0202257
-1.5069406e-005,-0.01552
-1.5069006e-005,-0.0131671
-1.5068606e-005,-0.0108142
-1.5068206e-005,-0.0202257
-1.5067806e-005,-0.0225786
-1.5067406e-005,-0.0108142
-1.5067006e-005,-0.0131671
-1.5066606e-005,-0.0202257
-1.5066206e-005,-0.0131671
-1.5065806e-005,-0.0202257
-1.5065406e-005,-0.0249315
-1.5065006e-005,-0.0225786
-1.5064606e-005,-0.0296372
-1.5064206e-005,-0.0249315
-1.5063806e-005,-0.0202257
-1.5063406e-005,-0.01552
-1.5063006e-005,-0.0225786
-1.5062606e-005,-0.0249315
-1.5062206e-005,-0.0225786
-1.5061806e-005,-0.0319901
-1.5061406e-005,-0.034343
-1.5061006e-005,-0.0249315
-1.5060606e-005,-0.0296372
-1.5060206e-005,-0.0296372
-1.5059806e-005,-0.0225786
-1.5059406e-005,-0.0249315
-1.5059006e-005,-0.0249315
-1.5058606e-005,-0.0249315
-1.5058206e-005,-0.0296372
-1.5057806e-005,-0.034343
-1.5057406e-005,-0.0366959
-1.5057006e-005,-0.0225786
-1.5056606e-005,-0.0225786
-1.5056206e-005,-0.0296372
-1.5055806e-005,-0.01552
-1.5055406e-005,-0.0390488
-1.5055006e-005,-0.0225786
-1.5054606e-005,-0.0272844
-1.5054206e-005,-0.0249315
-1.5053806e-005,-0.034343
-1.5053406e-005,-0.0296372
-1.5053006e-005,-0.0296372
-1.5052606e-005,-0.0390488
-1.5052206e-005,-0.0319901
-1.5051806e-005,-0.0296372
-1.5051406e-005,-0.01552
-1.5051006e-005,-0.0249315
-1.5050606e-005,-0.0131671
-1.5050206e-005,-0.0414016
-1.5049806e-005,-0.034343
-1.5049406e-005,-0.0296372
-1.5049006e-005,-0.034343
-1.5048606e-005,-0.0319901
-1.5048206e-005,-0.0414016
-1.5047806e-005,-0.0319901
-1.5047406e-005,-0.0390488
-1.5047006e-005,-0.0272844
-1.5046606e-005,-0.0319901
-1.5046206e-005,-0.034343
-1.5045806e-005,-0.034343
-1.5045406e-005,-0.0390488
-1.5045006e-005,-0.0366959
-1.5044606e-005,-0.0319901
-1.5044206e-005,-0.0414016
-1.5043806e-005,-0.0437545
-1.5043406e-005,-0.0296372
-1.5043006e-005,-0.0319901
-1.5042606e-005,-0.0461074
-1.5042206e-005,-0.0366959
-1.5041806e-005,-0.0366959
-1.5041406e-005,-0.0366959
-1.5041006e-005,-0.0414016
-1.5040606e-005,-0.0319901
-1.5040206e-005,-0.0366959
-1.5039806e-005,-0.0366959
-1.5039406e-005,-0.0414016
-1.5039006e-005,-0.0437545
-1.5038606e-005,-0.0414016
-1.5038206e-005,-0.0437545
-1.5037806e-005,-0.0319901
-1.5037406e-005,-0.0437545
-1.5037006e-005,-0.0249315
-1.5036606e-005,-0.0390488
-1.5036206e-005,-0.0390488
-1.5035806e-005,-0.0461074
-1.5035406e-005,-0.0366959
-1.5035006e-005,-0.0390488
-1.5034606e-005,-0.0390488
-1.5034206e-005,-0.0366959
-1.5033806e-005,-0.0366959
-1.5033406e-005,-0.0414016
-1.5033006e-005,-0.0249315
-1.5032606e-005,-0.0272844
-1.5032206e-005,-0.0414016
-1.5031806e-005,-0.0414016
-1.5031406e-005,-0.0249315
-1.5031006e-005,-0.0272844
-1.5030606e-005,-0.0461074
-1.5030206e-005,-0.034343
-1.5029806e-005,-0.0366959
-1.5029406e-005,-0.0390488
-1.5029006e-005,-0.034343
-1.5028606e-005,-0.0296372
-1.5028206e-005,-0.034343
-1.5027806e-005,-0.034343
-1.5027406e-005,-0.0319901
-1.5027006e-005,-0.0272844
-1.5026606e-005,-0.0414016
-1.5026206e-005,-0.0366959
-1.5025806e-005,-0.0319901
-1.5025406e-005,-0.0272844
-1.5025006e-005,-0.0225786
-1.5024606e-005,-0.0366959
-1.5024206e-005,-0.0414016
-1.5023806e-005,-0.0296372
-1.5023406e-005,-0.0272844
-1.5023006e-005,-0.0319901
-1.5022606e-005,-0.034343
-1.5022206e-005,-0.0249315
-1.5021806e-005,-0.0319901
-1.5021406e-005,-0.0296372
-1.5021006e-005,-0.034343
-1.5020606e-005,-0.0390488
-1.5020206e-005,-0.034343
-1.5019806e-005,-0.0296372
-1.5019406e-005,-0.0319901
-1.5019006e-005,-0.0296372
-1.5018606e-005,-0.0366959
-1.5018206e-005,-0.0414016
-1.5017806e-005,-0.0319901
-1.5017406e-005,-0.0319901
-1.5017006e-005,-0.0249315
-1.5016606e-005,-0.0319901
-1.5016206e-005,-0.0225786
-1.5015806e-005,-0.0319901
-1.5015406e-005,-0.0366959
-1.5015006e-005,-0.0319901
-1.5014606e-005,-0.0366959
-1.5014206e-005,-0.0366959
-1.5013806e-005,-0.0366959
-1.5013406e-005,-0.034343
-1.5013006e-005,-0.0366959
-1.5012606e-005,-0.0366959
-1.5012206e-005,-0.0319901
-1.5011806e-005,-0.0390488
-1.5011406e-005,-0.0272844
-1.5011006e-005,-0.0366959
-1.5010606e-005,-0.0390488
-1.5010206e-005,-0.0366959
-1.5009806e-005,-0.0272844
-1.5009406e-005,-0.0319901
-1.5009006e-005,-0.0319901
-1.5008606e-005,-0.0319901
-1.5008206e-005,-0.034343
-1.5007806e-005,-0.034343
-1.5007406e-005,-0.0202257
-1.5007006e-005,-0.0249315
-1.5006606e-005,-0.0414016
-1.5006206e-005,-0.0414016
-1.5005806e-005,-0.0319901
-1.5005406e-005,-0.0366959
-1.5005006e-005,-0.034343
-1.5004606e-005,-0.0319901
-1.5004206e-005,-0.0366959
-1.5003806e-005,-0.0272844
-1.5003406e-005,-0.034343
-1.5003006e-005,-0.0296372
-1.5002606e-005,-0.0319901
-1.5002206e-005,-0.0249315
-1.5001806e-005,-0.0319901
-1.5001406e-005,-0.0225786
-1.5001006e-005,-0.0366959
-1.5000606e-005,-0.0366959
-1.5000206e-005,-0.0319901
-1.4999806e-005,-0.0249315
-1.4999406e-005,-0.0249315
-1.4999006e-005,-0.0319901
-1.4998606e-005,-0.034343
-1.4998206e-005,-0.0296372
-1.4997806e-005,-0.0319901
-1.4997406e-005,-0.0319901
-1.4997006e-005,-0.0319901
-1.4996606e-005,-0.0249315
-1.4996206e-005,-0.0319901
-1.4995806e-005,-0.0249315
-1.4995406e-005,-0.0272844
-1.4995006e-005,-0.0319901
-1.4994606e-005,-0.0178728
-1.4994206e-005,-0.0202257
-1.4993806e-005,-0.0249315
-1.4993406e-005,-0.0272844
-1.4993006e-005,-0.034343
-1.4992606e-005,-0.0296372
-1.4992206e-005,-0.0202257
-1.4991806e-005,-0.0178728
-1.4991406e-005,-0.0296372
-1.4991006e-005,-0.0225786
-1.4990606e-005,-0.0272844
-1.4990206e-005,-0.0249315
-1.4989806e-005,-0.0225786
-1.4989406e-005,-0.0202257
-1.4989006e-005,-0.034343
-1.4988606e-005,-0.0249315
-1.4988206e-005,-0.034343
-1.4987806e-005,-0.0272844
-1.4987406e-005,-0.0249315
-1.4987006e-005,-0.0178728
-1.4986606e-005,-0.0202257
-1.4986206e-005,-0.0272844
-1.4985806e-005,-0.0202257
-1.4985406e-005,-0.0202257
-1.4985006e-005,-0.0202257
-1.4984606e-005,-0.0202257
-1.4984206e-005,-0.0131671
-1.4983806e-005,-0.0178728
-1.4983406e-005,-0.0131671
-1.4983006e-005,-0.0178728
-1.4982606e-005,-0.01552
-1.4982206e-005,-0.0225786
-1.4981806e-005,-0.01552
-1.4981406e-005,-0.0108142
-1.4981006e-005,-0.0202257
-1.4980606e-005,-0.0202257
-1.4980206e-005,-0.0108142
-1.4979806e-005,-0.0131671
-1.4979406e-005,-0.0178728
-1.4979006e-005,-0.0108142
-1.4978606e-005,-0.0178728
-1.4978206e-005,-0.0131671
-1.4977806e-005,-0.0272844
-1.4977406e-005,-0.00846133
-1.4977006e-005,-0.0249315
-1.4976606e-005,-0.0131671
-1.4976206e-005,-0.0178728
-1.4975806e-005,-0.00846133
-1.4975406e-005,-0.01552
-1.4975006e-005,-0.0131671
-1.4974606e-005,-0.0178728
-1.4974206e-005,-0.01552
-1.4973806e-005,-0.00375557
-1.4973406e-005,-0.0249315
-1.4973006e-005,-0.01552
-1.4972606e-005,-0.0131671
-1.4972206e-005,-0.0178728
-1.4971806e-005,-0.0272844
-1.4971406e-005,-0.0108142
-1.4971006e-005,-0.00610845
-1.4970606e-005,-0.0178728
-1.4970206e-005,-0.01552
-1.4969806e-005,-0.0131671
-1.4969406e-005,-0.00610845
-1.4969006e-005,-0.0108142
-1.4968606e-005,-0.01552
-1.4968206e-005,-0.0108142
-1.4967806e-005,-0.00610845
-1.4967406e-005,-0.01552
-1.4967006e-005,-0.0178728
-1.4966606e-005,-0.00610845
-1.4966206e-005,-0.00610845
-1.4965806e-005,-0.0108142
-1.4965406e-005,-0.00140269
-1.4965006e-005,-0.00140269
-1.4964606e-005,-0.00375557
-1.4964206e-005,-0.00610845
-1.4963806e-005,-0.00846133
-1.4963406e-005,-0.00610845
-1.4963006e-005,-0.00140269
-1.4962606e-005,0.00565595
-1.4962206e-005,-0.0131671
-1.4961806e-005,-0.00375557
-1.4961406e-005,-0.00375557
-1.4961006e-005,-0.00846133
-1.4960606e-005,-0.00375557
-1.4960206e-005,0.000950187
-1.4959806e-005,0.000950187
-1.4959406e-005,-0.00375557
-1.4959006e-005,-0.00375557
-1.4958606e-005,0.000950187
-1.4958206e-005,0.00330307
-1.4957806e-005,-0.00375557
-1.4957406e-005,0.00330307
-1.4957006e-005,-0.00375557
-1.4956606e-005,-0.00846133
-1.4956206e-005,0.00800882
-1.4955806e-005,0.000950187
-1.4955406e-005,-0.00610845
-1.4955006e-005,-0.00846133
-1.4954606e-005,0.00565595
-1.4954206e-005,-0.00375557
-1.4953806e-005,0.00565595
-1.4953406e-005,0.00565595
-1.4953006e-005,0.00330307
-1.4952606e-005,-0.00375557
-1.4952206e-005,-0.00375557
-1.4951806e-005,0.000950187
-1.4951406e-005,-0.0108142
-1.4951006e-005,0.0103617
-1.4950606e-005,0.000950187
-1.4950206e-005,-0.00140269
-1.4949806e-005,-0.00375557
-1.4949406e-005,-0.00140269
-1.4949006e-005,-0.00140269
-1.4948606e-005,-0.00610845
-1.4948206e-005,-0.00375557
-1.4947806e-005,-0.0108142
-1.4947406e-005,0.000950187
-1.4947006e-005,-0.00140269
-1.4946606e-005,0.000950187
-1.4946206e-005,-0.00140269
-1.4945806e-005,-0.0108142
-1.4945406e-005,-0.00140269
-1.4945006e-005,-0.00846133
-1.4944606e-005,-0.00375557
-1.4944206e-005,0.00330307
-1.4943806e-005,-0.00610845
-1.4943406e-005,-0.00140269
-1.4943006e-005,-0.00375557
-1.4942606e-005,-0.00140269
-1.4942206e-005,-0.00610845
-1.4941806e-005,-0.00375557
-1.4941406e-005,-0.00610845
-1.4941006e-005,0.00330307
-1.4940606e-005,0.00330307
-1.4940206e-005,-0.00610845
-1.4939806e-005,-0.0131671
-1.4939406e-005,-0.00610845
-1.4939006e-005,-0.00846133
-1.4938606e-005,0.000950187
-1.4938206e-005,0.000950187
-1.4937806e-005,-0.00375557
-1.4937406e-005,-0.00140269
-1.4937006e-005,-0.00375557
-1.4936606e-005,-0.00140269
-1.4936206e-005,0.000950187
-1.4935806e-005,0.00330307
-1.4935406e-005,-0.00375557
-1.4935006e-005,-0.00140269
-1.4934606e-005,-0.00140269
-1.4934206e-005,0.000950187
-1.4933806e-005,-0.00375557
-1.4933406e-005,-0.0108142
-1.4933006e-005,-0.00375557
-1.4932606e-005,0.000950187
-1.4932206e-005,-0.00846133
-1.4931806e-005,0.00330307
-1.4931406e-005,0.000950187
-1.4931006e-005,-0.00846133
-1.4930606e-005,0.000950187
-1.4930206e-005,-0.0108142
-1.4929806e-005,-0.00610845
-1.4929406e-005,-0.0131671
-1.4929006e-005,0.000950187
-1.4928606e-005,-0.00610845
-1.4928206e-005,-0.00846133
-1.4927806e-005,-0.00375557
-1.4927406e-005,-0.00846133
-1.4927006e-005,-0.00846133
-1.4926606e-005,-0.0108142
-1.4926206e-005,0.00330307
-1.4925806e-005,-0.0108142
-1.4925406e-005,0.00330307
-1.4925006e-005,0.0127146
-1.4924606e-005,-0.00846133
-1.4924206e-005,-0.01552
-1.4923806e-005,-0.00846133
-1.4923406e-005,-0.0108142
-1.4923006e-005,-0.00846133
-1.4922606e-005,-0.00610845
-1.4922206e-005,-0.0108142
-1.4921806e-005,-0.00375557
-1.4921406e-005,-0.0108142
-1.4921006e-005,-0.01552
-1.4920606e-005,-0.0178728
-1.4920206e-005,-0.00846133
-1.4919806e-005,-0.00140269
-1.4919406e-005,-0.0131671
-1.4919006e-005,-0.00375557
-1.4918606e-005,-0.00846133
-1.4918206e-005,-0.0108142
-1.4917806e-005,-0.00610845
-1.4917406e-005,-0.00610845
-1.4917006e-005,-0.0108142
-1.4916606e-005,-0.0131671
-1.4916206e-005,-0.0202257
-1.4915806e-005,-0.0202257
-1.4915406e-005,-0.0108142
-1.4915006e-005,-0.00610845
-1.4914606e-005,-0.0108142
-1.4914206e-005,-0.00140269
-1.4913806e-005,-0.0108142
-1.4913406e-005,-0.00846133
-1.4913006e-005,-0.01552
-1.4912606e-005,-0.00375557
-1.4912206e-005,-0.00846133
-1.4911806e-005,-0.0108142
-1.4911406e-005,-0.00610845
-1.4911006e-005,-0.0131671
-1.4910606e-005,-0.0108142
-1.4910206e-005,-0.0108142
-1.4909806e-005,-0.0108142
-1.4909406e-005,-0.0178728
-1.4909006e-005,-0.00140269
-1.4908606e-005,-0.00375557
-1.4908206e-005,-0.01552
-1.4907806e-005,-0.0178728
-1.4907406e-005,-0.0131671
-1.4907006e-005,-0.0202257
-1.4906606e-005,-0.0108142
-1.4906206e-005,-0.00375557
-1.4905806e-005,-0.0131671
-1.4905406e-005,-0.01552
-1.4905006e-005,-0.00846133
-1.4904606e-005,-0.00846133
-1.4904206e-005,-0.0131671
-1.4903806e-005,-0.0108142
-1.4903406e-005,0.000950187
-1.4903006e-005,-0.01552
-1.4902606e-005,-0.0108142
-1.4902206e-005,-0.00846133
-1.4901806e-005,-0.00846133
-1.4901406e-005,-0.01552
-1.4901006e-005,-0.0178728
-1.4900606e-005,-0.01552
-1.4900206e-005,-0.0131671
-1.4899806e-005,-0.0131671
-1.4899406e-005,-0.00610845
-1.4899006e-005,-0.0131671
-1.4898606e-005,-0.0272844
-1.4898206e-005,-0.0131671
-1.4897806e-005,-0.0202257
-1.4897406e-005,-0.01552
-1.4897006e-005,-0.0108142
-1.4896606e-005,-0.0272844
-1.4896206e-005,-0.00846133
-1.4895806e-005,-0.01552
-1.4895406e-005,-0.0225786
-1.4895006e-005,-0.00610845
-1.4894606e-005,-0.0225786
-1.4894206e-005,-0.0131671
-1.4893806e-005,-0.0272844
-1.4893406e-005,-0.01552
-1.4893006e-005,-0.01552
-1.4892606e-005,-0.0178728
-1.4892206e-005,-0.01552
-1.4891806e-005,-0.0131671
-1.4891406e-005,-0.0108142
-1.4891006e-005,-0.0225786
-1.4890606e-005,-0.0225786
-1.4890206e-005,-0.0272844
-1.4889806e-005,-0.0272844
-1.4889406e-005,-0.0108142
-1.4889006e-005,-0.0202257
-1.4888606e-005,-0.0202257
-1.4888206e-005,-0.0225786
-1.4887806e-005,-0.0131671
-1.4887406e-005,-0.0202257
-1.4887006e-005,-0.0296372
-1.4886606e-005,-0.0296372
-1.4886206e-005,-0.0319901
-1.4885806e-005,-0.034343
-1.4885406e-005,-0.0272844
-1.4885006e-005,-0.0202257
-1.4884606e-005,-0.0225786
-1.4884206e-005,-0.0131671
-1.4883806e-005,-0.0225786
-1.4883406e-005,-0.0202257
-1.4883006e-005,-0.0249315
-1.4882606e-005,-0.0272844
-1.4882206e-005,-0.0296372
-1.4881806e-005,-0.0249315
-1.4881406e-005,-0.0272844
-1.4881006e-005,-0.0249315
-1.4880606e-005,-0.0202257
-1.4880206e-005,-0.0249315
-1.4879806e-005,-0.0296372
-1.4879406e-005,-0.0178728
-1.4879006e-005,-0.0249315
-1.4878606e-005,-0.034343
-1.4878206e-005,-0.0225786
-1.4877806e-005,-0.0225786
-1.4877406e-005,-0.0319901
-1.4877006e-005,-0.0296372
-1.4876606e-005,-0.0272844
-1.4876206e-005,-0.0249315
-1.4875806e-005,-0.0225786
-1.4875406e-005,-0.0249315
-1.4875006e-005,-0.0296372
-1.4874606e-005,-0.0225786
-1.4874206e-005,-0.0131671
-1.4873806e-005,-0.0202257
-1.4873406e-005,-0.0202257
-1.4873006e-005,-0.0296372
-1.4872606e-005,-0.0178728
-1.4872206e-005,-0.0319901
-1.4871806e-005,-0.0202257
-1.4871406e-005,-0.0225786
-1.4871006e-005,-0.0296372
-1.4870606e-005,-0.0272844
